pickup_zip,dropoff_zip,trip_distance
10002,10007,1.185
10002,10009,1.13
10002,10011,1.9166666666666667
10002,10012,0.9180952380952383
10002,10013,1.45
10002,10014,1.8633333333333333
10002,10016,1.5875000000000001
10002,10017,2.332727272727273
10002,10018,3.7266666666666666
10002,10019,4.7
10002,10021,4.546
10002,10022,3.75
10002,10023,5.8
10002,10025,7.79
10002,10026,5.83
10002,10027,8.35
10002,10028,5.66
10002,10029,5.9
10002,10031,10.76
10002,10032,10.723333333333334
10002,10035,6.6850000000000005
10002,10037,8.22
10002,10038,1.0825
10002,10039,10.3
10002,10044,5.01
10002,10065,4.02
10002,10069,4.949999999999999
10002,10103,3.9299999999999997
10002,10110,2.805
10002,10111,3.25
10002,10115,8.65
10002,10119,2.89
10002,10152,3.0
10002,10153,4.66
10002,10154,2.95
10002,10162,7.5
10002,10167,2.99
10002,10171,3.1
10002,10199,3.07375
10002,10271,2.405
10002,10278,1.1116666666666666
10002,10280,2.16
10002,10282,1.835
10002,10468,14.1
10002,11101,5.3
10002,11102,9.4
10002,11103,7.495
10002,11105,8.1
10002,11201,2.8
10002,11205,2.475
10002,11206,3.228
10002,11209,10.97
10002,11211,2.8158333333333334
10002,11215,5.525
10002,11216,3.8375000000000004
10002,11217,3.615
10002,11221,4.35
10002,11222,3.5033333333333334
10002,11231,4.41
10002,11237,4.405
10002,11238,4.125
10002,11368,8.8
10002,11373,10.99
10002,11377,8.7
10002,11422,19.99
10003,10001,1.1604545454545454
10003,10002,1.282857142857143
10003,10003,0.6782978723404256
10003,10005,3.1660000000000004
10003,10006,3.4899999999999998
10003,10007,1.7999999999999998
10003,10009,0.8327999999999998
10003,10011,0.9228846153846152
10003,10012,0.9870370370370372
10003,10013,1.8244444444444443
10003,10014,1.1568749999999999
10003,10016,1.2264285714285712
10003,10017,1.5120000000000002
10003,10018,3.188
10003,10019,3.636
10003,10020,2.35
10003,10021,3.55
10003,10022,2.2779999999999996
10003,10023,4.308999999999999
10003,10025,5.765000000000001
10003,10026,6.6
10003,10027,6.655
10003,10028,4.246666666666667
10003,10030,7.7
10003,10031,7.5
10003,10032,10.605
10003,10035,5.4
10003,10037,7.35
10003,10038,3.495
10003,10039,8.8
10003,10044,3.8521428571428573
10003,10065,2.8200000000000003
10003,10069,4.105
10003,10103,2.5749999999999997
10003,10110,1.616111111111111
10003,10111,3.0
10003,10112,2.89
10003,10119,1.7842857142857143
10003,10152,2.33
10003,10153,2.344
10003,10154,2.1559999999999997
10003,10162,6.47
10003,10167,1.9933333333333334
10003,10171,2.0780000000000003
10003,10199,2.383
10003,10271,1.7
10003,10278,1.48
10003,10280,4.49
10003,10282,3.1316666666666664
10003,10465,14.0
10003,10470,15.94
10003,11102,5.87
10003,11103,5.92
10003,11105,7.6
10003,11106,5.34
10003,11109,3.5
10003,11201,3.3979999999999997
10003,11204,11.09
10003,11205,4.9
10003,11206,4.0
10003,11211,3.5158333333333336
10003,11212,7.32
10003,11214,16.85
10003,11215,5.456666666666667
10003,11216,6.04
10003,11217,4.5
10003,11219,7.7
10003,11220,9.58
10003,11221,5.1
10003,11222,4.45
10003,11225,5.946666666666668
10003,11226,6.02
10003,11231,4.955
10003,11237,6.1
10003,11238,4.95
10003,11355,12.68
10003,11368,11.3
10003,11371,10.002857142857144
10003,11372,7.46
10003,11379,8.4
10003,11422,16.6
10005,10001,4.57
10005,10002,1.24
10005,10005,0.4
10005,10006,0.34
10005,10009,2.9475
10005,10011,4.2
10005,10012,1.9
10005,10013,1.96
10005,10016,3.9699999999999998
10005,10017,4.433333333333333
10005,10018,4.3
10005,10019,6.005000000000001
10005,10020,5.433333333333334
10005,10022,5.55
10005,10028,7.3
10005,10029,7.73
10005,10038,0.705
10005,10044,6.015000000000001
10005,10065,6.28
10005,10103,5.96
10005,10110,3.7
10005,10119,5.4
10005,10153,5.99
10005,10278,1.23
10005,10282,1.7
10005,11201,2.15
10005,11211,4.1
10005,11215,4.3
10005,11231,3.5
10005,11238,4.75
10005,11371,14.56
10005,11422,20.8
10006,10001,3.55
10006,10002,2.835
10006,10003,4.0
10006,10006,0.6
10006,10009,4.1
10006,10011,2.844
10006,10012,1.8
10006,10013,0.9700000000000001
10006,10014,2.9433333333333334
10006,10016,4.72
10006,10017,5.173333333333333
10006,10018,4.42
10006,10019,5.543333333333334
10006,10020,5.35
10006,10022,6.51
10006,10023,6.2
10006,10025,8.11
10006,10028,7.38
10006,10029,8.6
10006,10038,0.92
10006,10069,6.01
10006,10110,4.6
10006,10119,4.2
10006,10199,3.6
10006,10271,0.74
10006,10278,1.8933333333333333
10006,10282,0.9
10006,11201,2.99
10006,11206,4.98
10006,11209,10.37
10006,11218,8.47
10006,11371,13.55
10007,7114,13.3
10007,10002,1.5
10007,10003,1.75
10007,10006,0.9133333333333334
10007,10007,9.6
10007,10009,3.05
10007,10011,2.36
10007,10012,0.9675
10007,10013,1.3
10007,10014,1.7399999999999998
10007,10016,3.8
10007,10018,3.7975
10007,10020,3.14
10007,10021,7.199999999999999
10007,10022,4.885
10007,10025,7.22
10007,10028,5.7
10007,10065,4.92
10007,10069,5.975
10007,10103,6.3
10007,10110,3.12
10007,10111,5.8
10007,10153,4.525
10007,10154,4.14
10007,10162,6.085
10007,10167,5.31
10007,10171,5.175
10007,10199,3.025
10007,10271,0.955
10007,10278,0.9
10007,10280,1.0
10007,10282,0.26
10007,11109,6.72
10007,11201,2.165
10007,11205,3.55
10007,11206,5.0
10007,11211,3.2
10007,11217,3.1799999999999997
10007,11225,5.44
10007,11238,4.3
10009,10001,1.2756521739130433
10009,10002,1.145
10009,10003,0.8287804878048783
10009,10005,3.5733333333333337
10009,10006,3.45
10009,10007,3.4699999999999998
10009,10009,0.6918181818181819
10009,10011,1.4738095238095237
10009,10012,1.4333333333333331
10009,10014,1.9083333333333332
10009,10016,0.6154545454545454
10009,10017,1.1090909090909093
10009,10018,2.76
10009,10019,3.46
10009,10021,3.024
10009,10022,1.7971428571428572
10009,10023,4.196666666666666
10009,10025,6.16
10009,10026,7.9
10009,10028,3.8666666666666667
10009,10029,4.616666666666666
10009,10032,9.76
10009,10035,5.13
10009,10044,3.1
10009,10065,2.7239999999999998
10009,10069,4.34
10009,10103,2.785
10009,10110,1.65875
10009,10111,2.0549999999999997
10009,10119,1.78
10009,10153,2.88
10009,10167,1.3333333333333333
10009,10171,1.6666666666666667
10009,10199,2.4933333333333336
10009,10271,3.5650000000000004
10009,10278,1.955
10009,10280,4.695
10009,10282,5.11
10009,10455,7.5
10009,10468,11.52
10009,11050,25.55
10009,11103,6.703333333333333
10009,11106,4.96
10009,11201,5.2
10009,11205,4.54
10009,11206,3.825
10009,11211,4.11
10009,11215,7.93
10009,11217,4.8
10009,11222,4.72
10009,11228,11.72
10009,11238,5.55
10009,11371,9.81
10009,11372,6.55
10009,11377,6.716666666666666
10009,11421,17.47
10009,11422,16.556666666666665
10009,11430,15.0
10009,11436,15.98
10011,7114,18.1
10011,7201,13.0
10011,10001,1.0470588235294116
10011,10002,2.0149999999999992
10011,10003,1.0238461538461536
10011,10006,3.6
10011,10007,1.9774999999999996
10011,10009,1.4444000000000004
10011,10011,0.7509090909090909
10011,10012,1.1047500000000001
10011,10013,1.4407692307692308
10011,10014,0.8217857142857142
10011,10016,1.7225000000000001
10011,10017,1.8533333333333333
10011,10018,1.7578947368421052
10011,10019,2.7775
10011,10020,1.873333333333333
10011,10021,3.764444444444445
10011,10022,3.0357142857142856
10011,10023,3.52
10011,10025,4.806666666666667
10011,10026,6.1
10011,10028,4.655
10011,10029,5.14
10011,10032,7.81
10011,10044,4.1000000000000005
10011,10065,3.3989999999999996
10011,10069,3.135
10011,10103,2.1237500000000002
10011,10110,1.5850000000000002
10011,10111,2.3433333333333333
10011,10119,1.093809523809524
10011,10152,2.35
10011,10153,2.17
10011,10154,2.5
10011,10162,4.63
10011,10167,1.9500000000000002
10011,10171,1.89
10011,10199,1.05
10011,10271,2.575
10011,10278,2.1233333333333335
10011,10280,3.1933333333333334
10011,10282,2.068
10011,10306,18.47
10011,10459,10.1
10011,10460,12.99
10011,10468,11.13
10011,11102,6.4
10011,11104,5.4
10011,11106,5.2
10011,11201,5.246
10011,11205,4.7
10011,11206,4.785
10011,11209,10.726666666666667
10011,11210,12.4
10011,11211,4.534000000000001
10011,11215,5.675
10011,11216,8.08
10011,11217,6.4
10011,11218,7.92
10011,11220,10.200000000000001
10011,11222,6.73
10011,11225,9.45
10011,11229,12.8
10011,11233,6.8
10011,11237,6.3
10011,11238,7.8100000000000005
10011,11371,10.25
10011,11372,7.75
10011,11374,11.42
10011,11422,17.256666666666668
10012,7114,14.73
10012,10001,1.887692307692308
10012,10002,1.1529166666666668
10012,10003,1.0571428571428572
10012,10005,1.79
10012,10006,1.5
10012,10007,1.06
10012,10009,1.6705263157894736
10012,10011,1.0256
10012,10012,0.52275
10012,10013,1.0010000000000001
10012,10014,1.2413333333333334
10012,10016,2.1
10012,10017,2.4318181818181817
10012,10018,3.017272727272727
10012,10019,4.12
10012,10020,2.6666666666666665
10012,10021,4.220000000000001
10012,10022,3.276
10012,10023,4.614999999999999
10012,10028,5.177999999999999
10012,10029,5.88
10012,10031,9.41
10012,10032,10.5
10012,10034,11.64
10012,10038,2.0949999999999998
10012,10044,4.755000000000001
10012,10065,4.283333333333334
10012,10069,4.6
10012,10103,2.978888888888889
10012,10110,2.2930769230769226
10012,10111,2.705
10012,10119,2.2325
10012,10153,3.17
10012,10154,3.5
10012,10167,2.8
10012,10171,2.75
10012,10199,2.4207692307692303
10012,10271,2.61
10012,10278,1.081
10012,10280,2.146
10012,10282,1.5962500000000002
10012,11101,5.93
10012,11104,6.6
10012,11106,8.11
10012,11109,5.52
10012,11201,2.78375
10012,11205,2.473333333333333
10012,11206,4.733333333333333
10012,11209,11.08
10012,11210,9.03
10012,11211,2.7800000000000002
10012,11215,5.233333333333333
10012,11217,3.2000000000000006
10012,11218,7.94
10012,11222,4.926666666666667
10012,11224,14.86
10012,11226,8.72
10012,11231,5.8
10012,11237,5.41
10012,11238,5.07
10012,11363,17.42
10012,11371,10.765
10012,11375,12.1
10012,11377,7.0
10013,7008,20.85
10013,7114,12.94
10013,7302,3.51
10013,10001,2.6466666666666665
10013,10002,1.3314285714285714
10013,10003,1.7899999999999998
10013,10005,1.755
10013,10006,1.3133333333333335
10013,10007,0.7185714285714286
10013,10009,3.34
10013,10011,1.5899999999999999
10013,10012,0.9629999999999999
10013,10013,0.5800000000000001
10013,10014,1.6600000000000001
10013,10016,3.0
10013,10017,3.78
10013,10018,3.2459999999999996
10013,10019,3.3
10013,10020,2.96
10013,10029,6.995
10013,10038,1.145
10013,10065,7.7
10013,10103,3.47
10013,10110,3.1
10013,10111,3.91
10013,10119,2.67
10013,10153,4.295
10013,10199,2.7800000000000002
10013,10271,1.0
10013,10278,0.765
10013,10280,1.01
10013,10282,0.9775
10013,11103,6.9
10013,11201,2.74
10013,11205,2.8
10013,11206,4.8
10013,11210,10.13
10013,11211,4.08
10013,11215,4.904999999999999
10013,11219,7.1
10013,11222,4.1
10013,11238,5.05
10013,11371,10.4
10013,11422,16.7
10013,11430,14.4
10014,10001,1.5190000000000001
10014,10002,2.8225000000000002
10014,10003,1.321764705882353
10014,10005,3.205
10014,10007,1.71
10014,10009,1.7912500000000002
10014,10011,0.7128571428571429
10014,10012,1.168
10014,10013,1.5183333333333335
10014,10014,0.782
10014,10016,2.35
10014,10017,2.6025
10014,10018,1.9588888888888887
10014,10019,2.8333333333333335
10014,10021,4.533333333333333
10014,10023,3.28
10014,10025,6.0
10014,10028,5.68
10014,10029,6.15
10014,10030,7.6
10014,10032,9.0
10014,10035,6.66
10014,10038,3.375
10014,10044,5.01
10014,10065,3.74
10014,10103,2.71
10014,10110,2.442222222222222
10014,10111,2.8
10014,10119,1.3950000000000002
10014,10152,3.16
10014,10153,3.096666666666667
10014,10154,3.0700000000000003
10014,10162,4.84
10014,10167,2.39
10014,10199,1.1142857142857143
10014,10271,3.2
10014,10278,1.9666666666666668
10014,10282,1.8349999999999997
10014,11102,7.22
10014,11106,6.1
10014,11201,3.72
10014,11205,4.8
10014,11206,5.36
10014,11211,4.9399999999999995
10014,11218,7.55
10014,11220,9.55
10014,11222,5.425000000000001
10014,11225,6.73
10014,11231,6.0
10014,11235,16.7
10014,11378,8.9
10016,10001,0.905
10016,10002,2.24
10016,10003,1.0466666666666666
10016,10009,1.122
10016,10011,1.4333333333333336
10016,10012,1.95
10016,10016,0.9
10016,10017,0.7419999999999999
10016,10019,2.5
10016,10020,2.2
10016,10022,1.835
10016,10028,3.14
10016,10029,3.5
10016,10044,2.04
10016,10065,1.75
10016,10110,0.8900000000000001
10016,10112,1.68
10016,10119,1.216
10016,10153,2.04
10016,10154,1.405
10016,10167,1.2
10016,10171,1.2349999999999999
10016,10199,1.23
10016,10282,5.57
10016,10454,6.3
10016,11102,5.39
10016,11109,3.32
10016,11211,4.6
10016,11238,7.7
10016,11371,9.395
10016,11416,9.58
10017,7030,5.25
10017,7114,18.06
10017,7423,24.49
10017,10001,1.0884615384615386
10017,10002,3.0729999999999995
10017,10003,1.428421052631579
10017,10005,4.2
10017,10006,5.25
10017,10009,1.5258333333333332
10017,10011,2.0828571428571427
10017,10012,2.5100000000000002
10017,10013,5.2
10017,10014,2.448571428571429
10017,10016,0.855
10017,10017,0.8395454545454547
10017,10018,1.2033333333333334
10017,10019,2.255714285714286
10017,10020,1.2337500000000001
10017,10021,1.8338461538461535
10017,10022,1.0472727272727276
10017,10023,3.07
10017,10026,4.0
10017,10027,6.11
10017,10028,2.6118181818181814
10017,10029,2.76
10017,10032,8.83
10017,10035,4.4
10017,10038,4.52
10017,10044,2.31
10017,10065,1.655
10017,10069,3.8
10017,10103,1.2625
10017,10110,0.7872222222222223
10017,10111,1.4
10017,10119,1.1426315789473682
10017,10152,0.8616666666666667
10017,10153,1.3233333333333333
10017,10154,0.8479999999999999
10017,10162,3.86
10017,10167,0.6933333333333334
10017,10171,0.7799999999999999
10017,10199,1.205
10017,10271,5.0
10017,10278,3.7024999999999997
10017,10452,7.55
10017,11102,4.449999999999999
10017,11103,4.5
10017,11104,3.7
10017,11105,5.28
10017,11109,1.99
10017,11201,6.3
10017,11219,12.56
10017,11231,6.76
10017,11233,8.0
10017,11354,10.7
10017,11371,11.08
10017,11372,5.7
10017,11373,5.61
10017,11375,9.1
10017,11377,5.2
10017,11412,18.2
10017,11422,15.7
10017,11424,10.8
10018,7114,16.45
10018,10001,1.3063999999999998
10018,10002,3.395
10018,10003,2.6154545454545453
10018,10005,6.3
10018,10006,6.4
10018,10009,2.846
10018,10011,1.7682352941176471
10018,10012,2.8146666666666667
10018,10013,3.178
10018,10014,2.0449999999999995
10018,10017,1.3383333333333332
10018,10018,0.7951851851851853
10018,10019,0.8931999999999999
10018,10020,0.7289999999999999
10018,10021,2.5586666666666673
10018,10022,1.4188888888888889
10018,10023,1.5247826086956522
10018,10025,3.026666666666667
10018,10026,4.19
10018,10027,5.61
10018,10028,3.224
10018,10029,3.35
10018,10030,5.800000000000001
10018,10031,5.83
10018,10032,7.7
10018,10035,4.59
10018,10038,7.37
10018,10039,6.835
10018,10044,2.5975
10018,10065,1.9149999999999998
10018,10069,1.57
10018,10103,0.9871428571428572
10018,10110,1.0111111111111113
10018,10111,1.122857142857143
10018,10112,0.3
10018,10119,0.9860869565217392
10018,10152,1.3499999999999999
10018,10153,1.3987499999999997
10018,10154,1.31
10018,10162,2.768888888888889
10018,10167,1.4433333333333336
10018,10171,1.1342857142857143
10018,10199,0.9753125
10018,10271,5.25
10018,10280,4.586666666666667
10018,10282,4.260000000000001
10018,10301,17.21
10018,10452,8.684999999999999
10018,10606,26.3
10018,11101,3.49
10018,11102,5.75
10018,11103,4.766666666666667
10018,11104,4.640000000000001
10018,11105,5.665
10018,11106,4.11
10018,11109,4.395
10018,11201,7.44
10018,11206,7.3
10018,11207,8.9
10018,11211,6.9575
10018,11215,7.975
10018,11217,8.3
10018,11218,9.2
10018,11221,8.25
10018,11222,6.805
10018,11225,9.1
10018,11231,6.853333333333334
10018,11237,8.59
10018,11370,10.8
10018,11371,11.5475
10018,11377,5.17
10018,11422,17.5425
10018,11424,11.5
10018,11430,15.6
10019,7114,16.1
10019,7311,6.4
10019,10001,1.9544444444444444
10019,10002,4.75
10019,10003,4.833333333333333
10019,10006,4.8
10019,10009,3.7285714285714286
10019,10011,2.394444444444444
10019,10012,3.93
10019,10013,4.5
10019,10014,2.152
10019,10017,2.1166666666666667
10019,10018,0.8621052631578947
10019,10019,0.6506666666666666
10019,10020,0.8300000000000001
10019,10021,2.0344444444444445
10019,10022,1.326
10019,10023,1.1205263157894734
10019,10025,2.5125
10019,10026,3.0999999999999996
10019,10027,2.71
10019,10028,2.6749999999999994
10019,10029,2.76
10019,10032,13.8
10019,10037,4.2
10019,10044,3.95
10019,10065,1.9125
10019,10069,0.735
10019,10103,0.8624999999999998
10019,10110,1.7562499999999996
10019,10111,1.4
10019,10115,2.98
10019,10119,1.7374999999999998
10019,10153,1.15
10019,10154,1.44
10019,10162,1.895
10019,10171,1.1
10019,10199,1.4377777777777778
10019,10278,4.56
10019,10452,8.7
10019,11102,9.6
10019,11104,4.285
10019,11211,7.4350000000000005
10019,11217,7.62
10019,11226,11.5
10019,11372,7.0
10019,11422,16.65
10019,11435,12.69
10020,10001,1.217037037037037
10020,10002,3.74
10020,10003,2.195
10020,10005,5.91
10020,10006,4.71
10020,10009,3.0933333333333337
10020,10011,1.6942857142857146
10020,10012,3.14
10020,10013,3.75
10020,10014,2.25
10020,10016,2.0700000000000003
10020,10017,1.4614285714285715
10020,10018,0.6366666666666667
10020,10019,0.84625
10020,10020,0.5
10020,10021,2.0999999999999996
10020,10022,1.2075
10020,10023,1.815
10020,10025,3.3
10020,10027,5.36
10020,10028,2.682
10020,10029,3.4
10020,10032,6.7
10020,10034,7.9
10020,10035,4.08
10020,10038,5.775
10020,10039,6.65
10020,10044,2.4366666666666665
10020,10065,1.46
10020,10069,1.57
10020,10103,0.6983333333333334
10020,10110,0.8122222222222223
10020,10111,0.6
10020,10119,0.9629999999999999
10020,10152,0.8
10020,10153,1.15
10020,10154,0.9075
10020,10162,2.55625
10020,10167,0.835
10020,10171,1.0033333333333334
10020,10199,1.4140000000000001
10020,10271,4.1
10020,10280,5.26
10020,10282,4.95
10020,11103,4.69
10020,11211,6.296666666666667
10020,11231,8.1
10020,11238,7.7
10020,11370,10.29
10020,11371,11.7225
10020,11372,6.4
10020,11422,17.356
10021,7114,19.3
10021,10001,2.8408333333333338
10021,10002,4.9
10021,10003,3.3999999999999995
10021,10006,7.723333333333334
10021,10009,3.6475
10021,10011,3.7477777777777774
10021,10012,4.3133333333333335
10021,10013,2.2
10021,10014,4.3
10021,10016,2.1166666666666667
10021,10017,1.8540000000000003
10021,10018,2.715
10021,10019,2.094
10021,10020,1.9657142857142857
10021,10021,0.622452830188679
10021,10022,1.171111111111111
10021,10023,1.678787878787879
10021,10025,2.62
10021,10026,3.09
10021,10027,3.5625
10021,10028,0.9166101694915254
10021,10029,1.2585714285714287
10021,10030,3.61
10021,10032,7.0
10021,10035,2.7
10021,10044,0.7259090909090908
10021,10065,0.758611111111111
10021,10069,1.83
10021,10103,1.6054545454545455
10021,10110,2.268421052631579
10021,10111,1.7950000000000002
10021,10119,3.46625
10021,10152,1.372857142857143
10021,10153,1.239130434782609
10021,10154,1.5837500000000002
10021,10162,1.684
10021,10167,1.9280000000000002
10021,10171,1.5849999999999997
10021,10199,3.5516666666666663
10021,10271,7.223333333333334
10021,10280,8.1
10021,10282,8.14
10021,10454,3.73
10021,10470,13.2
10021,10475,12.59
10021,11102,4.0
10021,11211,6.84
10021,11215,10.46
10021,11238,9.7
10021,11371,9.5
10021,11422,19.369999999999997
10022,10001,1.8809999999999998
10022,10002,3.812
10022,10003,2.2546666666666666
10022,10005,5.8149999999999995
10022,10009,1.7120000000000002
10022,10011,2.8099999999999996
10022,10012,3.1
10022,10013,4.4
10022,10014,3.1
10022,10016,1.3050000000000002
10022,10017,0.988125
10022,10018,1.67
10022,10019,1.342
10022,10020,0.9
10022,10021,1.3523809523809527
10022,10022,1.3262499999999997
10022,10023,1.9577777777777774
10022,10026,3.82
10022,10028,1.8953846153846157
10022,10029,2.6799999999999997
10022,10030,4.65
10022,10037,6.05
10022,10039,7.3
10022,10044,1.4316666666666666
10022,10065,0.615
10022,10069,2.1383333333333336
10022,10103,0.8533333333333333
10022,10110,1.2016666666666669
10022,10111,0.6
10022,10119,1.8333333333333333
10022,10152,0.61
10022,10153,0.6950000000000001
10022,10154,0.41500000000000004
10022,10167,0.6575
10022,10171,0.59
10022,10199,2.51
10022,10271,6.4
10022,10282,7.91
10022,10468,10.52
10022,11102,3.2
10022,11103,4.245
10022,11201,7.07
10022,11205,5.713333333333334
10022,11211,7.9
10022,11231,8.1
10022,11370,7.7
10022,11373,5.38
10022,11374,8.0
10022,11375,9.6
10022,11385,7.62
10022,11422,15.23
10023,7114,17.35
10023,10001,3.1050000000000004
10023,10002,6.6
10023,10003,4.255
10023,10006,5.98
10023,10009,4.486
10023,10011,3.6740000000000004
10023,10012,4.593333333333334
10023,10013,4.2
10023,10014,3.5999999999999996
10023,10017,3.0666666666666664
10023,10018,1.5373333333333332
10023,10019,0.9904761904761903
10023,10020,1.698
10023,10021,1.618709677419355
10023,10022,1.8525000000000003
10023,10023,0.7424999999999998
10023,10024,1.855
10023,10025,1.237142857142857
10023,10026,2.442857142857143
10023,10027,2.862
10023,10028,1.9583333333333333
10023,10029,2.018
10023,10031,3.9
10023,10032,5.9825
10023,10034,8.0
10023,10035,3.1
10023,10037,3.4050000000000002
10023,10039,5.0
10023,10044,2.0575
10023,10065,1.7341666666666669
10023,10069,0.9069230769230769
10023,10103,1.46625
10023,10110,2.6481818181818184
10023,10111,1.6181818181818182
10023,10112,1.685
10023,10115,1.9633333333333332
10023,10119,2.358
10023,10152,2.3499999999999996
10023,10153,1.4464285714285716
10023,10154,2.0566666666666666
10023,10162,1.0702083333333334
10023,10167,1.9100000000000001
10023,10171,1.9375
10023,10199,2.2266666666666666
10023,10280,5.7
10023,11102,5.69
10023,11221,10.17
10023,11226,14.3
10023,11411,20.83
10023,11422,20.4
10023,11436,20.13
10025,10001,3.38
10025,10003,5.07
10025,10012,6.31
10025,10014,5.0
10025,10017,4.73
10025,10018,4.36
10025,10019,2.45
10025,10020,3.35
10025,10021,2.0375
10025,10022,3.24
10025,10023,1.2154545454545458
10025,10024,1.0
10025,10025,0.548
10025,10026,1.1824999999999999
10025,10027,1.0912499999999998
10025,10028,2.07375
10025,10029,1.577142857142857
10025,10031,2.3000000000000003
10025,10032,4.47
10025,10034,4.53
10025,10037,2.0966666666666662
10025,10039,2.3
10025,10069,2.1
10025,10103,2.4
10025,10111,3.33
10025,10115,1.2633333333333334
10025,10153,3.1
10025,10162,0.8593333333333334
10025,10199,4.76
10025,10452,5.4
10025,10453,5.7
10025,10462,9.6
10025,10472,9.08
10025,10474,5.48
10025,11222,9.27
10025,11371,9.2
10025,11377,6.8
10025,11422,19.674999999999997
10026,10014,5.25
10026,10017,5.1
10026,10022,3.49
10026,10023,2.8875
10026,10025,0.932
10026,10026,1.1
10026,10027,0.7250000000000001
10026,10028,1.85
10026,10029,1.4924999999999997
10026,10032,4.36
10026,10034,6.07
10026,10035,0.82
10026,10037,0.88
10026,10103,3.98
10026,10110,3.7
10026,10162,1.17
10026,10463,6.99
10026,10468,6.69
10027,10001,4.9
10027,10018,4.3
10027,10023,2.42
10027,10024,1.3
10027,10025,1.265
10027,10026,1.0050000000000001
10027,10027,2.52
10027,10028,3.47
10027,10029,2.83
10027,10030,1.1
10027,10031,1.7999999999999998
10027,10034,3.5
10027,10035,1.4
10027,10037,1.2
10027,10115,0.4
10027,10119,6.28
10027,10152,4.7
10027,10162,1.65
10027,10199,6.0
10027,11201,10.5
10027,11371,8.05
10028,7024,7.88
10028,7114,19.505000000000003
10028,10001,3.637777777777778
10028,10002,6.2
10028,10003,4.005
10028,10009,3.3033333333333332
10028,10011,4.6275
10028,10012,6.6
10028,10013,6.553333333333334
10028,10014,5.3
10028,10017,2.512857142857143
10028,10018,3.17
10028,10019,2.828333333333333
10028,10020,2.785
10028,10021,0.8143103448275861
10028,10022,1.8855555555555554
10028,10023,1.743157894736842
10028,10025,1.98
10028,10026,2.84
10028,10028,0.6510144927536236
10028,10029,0.7771428571428574
10028,10030,3.3260000000000005
10028,10032,5.949999999999999
10028,10034,7.4
10028,10035,2.01
10028,10037,2.283333333333333
10028,10038,7.3
10028,10039,4.4350000000000005
10028,10044,0.918
10028,10065,1.4203225806451614
10028,10069,2.67
10028,10103,2.2983333333333333
10028,10110,2.737142857142857
10028,10111,2.476
10028,10112,4.765
10028,10115,2.4
10028,10119,4.04
10028,10152,1.48
10028,10153,2.0300000000000002
10028,10154,1.9366666666666665
10028,10162,1.4708695652173913
10028,10167,2.4099999999999997
10028,10171,2.31
10028,10199,4.452500000000001
10028,10271,7.95
10028,10278,4.9
10028,10451,3.7
10028,10454,3.565
10028,10473,6.7
10028,10474,4.0
10028,11102,4.919999999999999
10028,11105,6.57
10028,11205,10.09
10028,11217,9.33
10028,11233,10.26
10028,11371,7.778333333333333
10028,11372,6.47
10028,11373,7.5
10028,11375,8.8
10028,11422,18.19
10029,10009,3.71
10029,10012,6.465
10029,10018,5.4
10029,10019,2.916
10029,10020,3.44
10029,10021,1.424
10029,10022,2.41
10029,10023,2.20875
10029,10025,1.7439999999999998
10029,10026,1.07
10029,10027,1.975
10029,10028,0.7555555555555556
10029,10029,1.8171428571428572
10029,10032,5.654999999999999
10029,10035,0.98
